,HG1,HG10,HG4,HG5,HG6,HG7,HG8,HG9,MG1,MG10,MG2,MG3,MG4,MG5,MG6,MG7,MG8,MG9,HR1,HR10,HR2,HR3,HR4,HR5,HR6,HR7,HR8,HR9,MR1,MR10,MR2,MR3,MR4,MR5,MR6,MR7,MR8,MR9
717.3/1958,283394.0435,153098.0308,30946.02568,185580.4209,87737.75081,59117.11283,134545.0313,117301.9765,162665.5619,45601.86113,67680.03743,88202.82341,87630.90263,76866.61477,54468.66266,57666.17725,46311.71434,20691.65596,105062.1862,46038.20765,29057.04909,145104.6944,52380.97042,64806.88329,39114.89866,48040.43704,68516.20218,48972.76572,36757.25612,56311.70314,48434.82563,56081.58777,84891.89824,23632.9823,55856.07176,58640.57471,52162.6087,63472.85303
717.8/1354,11172.17096,9374.520805,2868.112706,1058.033565,21917.26956,18847.93962,8269.917004,30131.67905,20087.36706,30064.05011,39049.7653,12853.35054,13069.31968,54448.07946,20260.36768,32230.69247,29698.40713,8470.233322,36595.28748,1612.606752,13806.51924,1231.927288,2588.570953,1760.274813,9857.472357,862.8126814,4705.897787,2177.760343,8004.143433,1646.902666,8082.666262,6311.13303,401.2862069,8964.888509,4714.963388,11954.18833,13317.95916,6975.046807
719.1/1958,36591.80781,31790.88875,18458.31104,29170.77379,22918.3007,35275.28158,27102.35183,20890.65784,8242.365719,1756.877957,15788.04285,6707.886117,3888.296455,9289.107393,12098.89335,9651.910986,9137.365144,963.9872823,21433.16251,10303.06246,8836.11387,18886.3538,13885.95902,15987.16973,4224.030609,9559.2888,9484.266192,7934.980468,8577.307669,1629.680282,6427.176196,2170.457312,2796.773589,1520.662627,1192.990521,1591.167652,1403.040836,6963.644994
723.7/1955,2713565.82,2413186.046,1767205.066,2316937.149,2188051.529,2404940.408,2347460.112,2155794.084,1460382.74,750780.4901,1871818.95,1038012.1,923434.6863,1256592.872,1578163.931,1324474.874,1390086.632,458840.6738,2162867.073,1500790.941,583170.0615,1844155.499,1808992.885,1475286.951,689274.1667,1366448.98,1501848.401,937848.9606,1111119.811,643850.5817,1055804.694,713577.39,866018.2205,573305.3184,674336.028,759735.7022,729949.0596,837292.8493
723.9/1958,2740806.632,2405030.149,1796537.623,2316620.187,2236323.001,2392648.232,2359171.488,2209251.175,1478116.772,759430.2859,1910859.055,1044002.234,939788.9518,1276268.599,1580472.449,1344378.715,1383845.026,457799.5518,2213227.849,1508566.012,583547.491,1900962.986,1907220.572,1684826.537,710878.5932,1394396.199,1514484.466,932769.5565,1112650.967,659847.6778,1053693.386,719417.7855,882761.0904,566775.6545,686587.6242,783582.3499,749603.3965,838612.7996
725/1706,120871.4311,226532.57,225188.4793,569252.7362,267349.792,221274.0196,215861.5228,133105.1204,163775.4451,85915.08281,226063.3293,135485.96,130810.1653,150460.0558,98066.71217,67121.41707,66937.97302,90414.69165,127981.7848,178757.2279,81570.36482,76355.69076,110383.6251,152983.5583,188009.9942,122362.2754,59738.96056,182961.4101,71983.52285,43355.12909,36813.25123,103529.2895,29553.3211,84827.4782,22200.67023,43244.38131,38826.26823,32911.16007
725.9/1708,29204.1895,32625.06819,42645.63973,50482.68599,43871.47372,42133.13999,38082.17722,29985.85812,34666.21684,21470.09516,40846.93606,29427.67058,30848.03786,31869.99842,25515.95946,19078.17932,19185.33112,22042.28763,28248.68998,38085.84263,24951.44706,21505.20368,27496.00044,32756.42414,40140.93649,28551.00352,17615.05993,39986.04435,21849.95686,14835.04053,12141.82258,26881.34686,9433.549618,21944.35428,6325.791435,13778.8799,12460.8147,9757.150996
726.8/1706,10203.01376,14950.25707,17672.07046,22106.54429,18630.05875,17205.4004,15389.83449,9771.316628,12706.98906,7629.140304,16114.02517,10247.88554,11267.92236,11562.65253,8128.147279,5276.875121,5084.198828,7892.607349,10255.8061,14329.25811,11994.8228,6144.239614,10121.15517,11458.19811,13487.16565,10025.31196,4982.673306,14223.46845,5896.924587,3284.992052,2434.546985,8098.323783,2249.591914,7595.91627,1503.622724,3471.832708,3420.905213,2867.625222
728.9/1255,26728.09303,41480.32474,39072.73228,42017.67845,37416.13073,37723.36061,40074.44926,6797.573048,10605.61986,16744.7881,17421.56657,14793.22143,35409.14557,25304.02581,9903.558307,11188.925,12389.46709,33345.77755,853.9252077,16495.90022,36325.69457,9838.712078,2066.428906,26086.77392,5017.933799,33662.57005,5310.897796,16751.91645,11282.95216,15819.75433,1176.57213,5555.651789,1081.696971,4605.62824,0,365.0823427,685.936216,9418.560752
730.9/1129,231.008054,87.39143195,349.110616,62.16242476,192.5032478,74.48830572,0,11949.46571,5204.914453,15095.8635,28463.41029,44389.88627,3017.299891,9476.863486,2085.559505,1289.841238,1259.886542,302.2796045,41066.98332,270.757015,32690.90334,80.55751125,402.3112819,0,21827.24353,209.8697255,277.8233662,20818.26564,17081.16109,6575.943683,18008.63122,8237.430985,16115.10275,833.3303558,14496.29007,18526.60616,12706.12462,2093.740873
740.4/1957,5453.663046,12436.3781,4245.941685,13282.18222,11013.96044,11621.89682,13397.81267,10555.9224,9317.064534,4488.137555,12830.50335,8247.880836,6453.346822,13276.74766,10857.05584,9785.552524,8948.529144,2844.139864,6002.324933,3148.636851,3291.682985,2317.481071,2104.497542,2063.301584,2773.676517,2226.805029,3332.723561,2138.208107,8218.355655,4453.154241,8171.146567,5512.365856,7705.020774,3550.381046,4638.550544,6031.716473,6117.658114,7587.743558
741/1611,470194.336,1352045.685,290358.7955,370016.0404,627471.4914,534869.7936,1233660.194,709068.4906,293745.1483,197576.7862,223657.5009,177898.3751,918747.2171,308386.93,172174.9948,330191.2524,332303.1532,706565.1175,173732.5097,728411.9171,233366.5047,686532.4327,363359.5403,306339.5185,529093.8773,938623.1045,919855.6613,318597.4703,124225.9,406672.3749,68842.15556,165376.0141,85580.88394,166350.2063,19654.37659,211714.1292,182215.9134,403463.9567
741.2/1609,1859999.981,1372725.994,2437823.037,3202090.45,2773077.023,2429627.151,1455734.849,677126.9734,288269.2718,195382.4832,223260.8335,176831.2762,889208.0715,308343.2505,172615.2229,325008.7616,326514.6791,686059.4266,179782.2153,1071670.62,2744703.459,681883.1421,1711639.631,2495238.986,1532728.389,932928.7589,928214.6978,2070441.574,123777.3164,399340.9085,68826.9865,164503.8024,85681.18268,159403.7977,19743.61527,206895.1646,178243.7629,398675.014
742.5/1611,25056.94767,14201.68075,32375.8446,36028.10061,27826.87934,24732.53619,17321.44101,20653.46318,18400.51587,15259.21485,15338.27004,13994.46736,20035.0537,18197.83879,12709.55383,19477.4231,18431.64257,18767.35282,16043.68523,19532.38106,32921.96415,20304.01502,26617.68256,30219.75781,22080.09542,19554.3877,19801.91528,27025.65671,11406.49122,22727.10238,5863.347346,13380.89497,7580.720738,12385.72818,1604.906608,15503.14575,13954.31167,22849.21399
742.8/1611,23579.59564,13939.28221,30525.62314,34682.71542,26294.68888,23587.43467,16843.76772,19445.63901,18356.25289,15412.02297,15242.635,14033.66062,19180.74763,18146.72967,12718.06342,19665.66374,18680.99508,19220.23184,15283.84146,19072.50458,29504.21558,20786.50745,25036.32466,27093.05878,20832.46557,19799.85906,19841.14152,25150.84901,11265.48942,22995.66526,5776.369417,13323.46976,7432.603169,12702.0624,1604.905831,15753.40755,14099.5841,22990.03205
753.4/1957,14795.72553,18999.95691,8336.650403,15115.75881,16674.7399,17151.66161,16126.73264,23988.30106,26268.4647,6831.634151,26203.60319,15358.25386,12537.25282,14252.72629,14502.27525,13890.65271,14885.17759,4972.971677,7742.469528,5214.578628,2125.707224,6082.611037,3669.738102,2818.659806,3910.595285,5779.605042,5905.427828,4922.817394,9280.644178,7190.556756,9713.941494,6702.990197,8900.464457,4904.283336,6756.396488,8015.865036,8757.111628,9183.596337
753.7/1958,31776.87925,26074.0499,17842.98293,28526.0491,26295.95802,28812.4578,30072.22188,24884.37648,24980.75884,5116.713375,24806.65485,13583.1444,11591.49899,13304.8285,13358.92908,12440.09322,13103.71742,3664.45457,18516.35988,8229.1639,2195.958495,11596.73912,6297.883028,5044.303239,3292.248428,6951.637448,7750.487766,5494.589823,8737.960386,6422.274703,9253.744411,6100.720789,6649.082297,4155.164307,4771.893538,6930.558211,7147.262947,7434.378739
758.9/1489,515.7792564,241.4116,892.0152507,577.5597483,381.4124477,461.5409285,215.7452405,70.26423847,76.58623108,188.99631,126.5851635,132.7371238,126.0357549,68.04441109,0,60.83028011,78.36595074,226.572066,21552.55973,8865.669589,15026.23431,7888.782704,6844.770537,11568.78482,13189.64361,6695.690355,11774.58287,6219.708154,1730.972432,4488.363025,4167.181597,14550.54772,4546.985491,4803.588379,1721.273383,4545.488199,4153.298766,1285.071881
762/1628,205.714984,129.0258825,840.7796502,199.7903713,332.9328697,337.2791881,161.9561695,291.811963,513.8778067,355.0368139,1883.359935,712.8739545,456.9599293,298.9564963,330.2676234,0,128.1228191,120.3305167,11106.00194,10059.04053,5110.11056,1753.758669,10635.22551,4278.991984,11438.31512,820.5451107,24211.11747,10413.77515,5452.312223,295.7107662,3044.019822,1648.25599,1517.861018,1014.22145,1509.36596,688.2839909,230.2113709,227.9693203
765.4/1955,3683.524495,9347.82984,3018.341101,5748.972828,9362.384796,6334.532007,6060.618556,14250.22251,11040.03473,7889.232468,14577.76444,8533.490016,9103.935757,14421.79356,12908.88895,9672.522248,11130.36752,3781.771008,5103.582416,3767.35348,1453.942275,3318.370006,2564.907473,3411.246558,2850.609411,3638.455823,4510.742876,2567.073535,12490.01525,8579.909257,12993.13412,8806.174811,10083.55589,6561.845682,8234.137784,11225.40251,11395.87498,11640.30841
765.7/1957,6977.052278,12226.97791,3669.439507,11802.00529,12255.16844,12981.21927,14008.1294,17455.91145,10510.25988,7425.104617,14548.80735,7858.02387,8298.937102,13708.02359,12691.57467,8947.731505,10706.26627,1609.301744,8921.25756,5880.820245,1164.776624,4853.065618,4960.055677,3554.162578,2976.914277,3468.899444,5002.002717,3446.763395,12398.27038,7925.935607,11363.49992,7748.040944,9684.759085,5234.260684,7119.042182,11125.05694,10398.48006,10803.41938
767.3/1955,12326.90816,13867.07887,7154.950257,13195.00281,13277.23276,16061.17282,13612.94214,15801.99124,11770.66149,7440.975079,13781.34536,8761.357774,7164.377741,16378.60568,16667.02657,11761.96991,12184.46236,3227.411492,7584.97296,4254.238405,1893.341453,6416.730879,2648.563535,3426.432803,2896.763874,4456.957502,5289.373663,2910.471065,9414.805528,6636.190843,8637.524181,5633.967946,6493.286679,3976.862242,4901.095209,8900.317633,7199.310911,9089.562205
767.7/1958,14264.97224,18294.03557,7370.786085,17175.41883,17815.17231,19989.48987,18815.92924,17635.15966,10250.94811,5917.901298,13227.69232,6916.06557,4987.561356,15052.44092,15610.43385,10613.04226,11560.42771,1332.47113,12544.67538,4112.518846,1570.41281,6789.430274,3380.252637,3749.81959,2708.713261,4827.281198,4745.06478,2939.721477,7949.338552,6887.450485,7394.557779,5349.847639,5604.520819,3169.955287,2942.515172,7741.034273,6503.949479,8285.754126
770.9/1285,181699.4088,170819.7388,477987.9093,389900.0678,546227.9635,419883.3031,147244.2138,99680.09122,3440.959403,3853.017595,12937.19376,7070.47282,130825.1332,6600.417893,2264.064541,5863.671561,6549.964968,97305.29407,370575.0227,180877.6893,210103.4891,92188.00911,273100.9786,460928.5784,315164.3625,191428.9068,162074.5217,494699.4741,11323.91563,256785.8223,21059.82057,106945.2478,25695.39547,29545.71403,16134.73968,26779.27712,23911.15907,75290.26591
771.1/1285,185679.8092,171626.0014,493316.3483,824179.7739,546741.3425,415696.0545,148388.6847,97787.99131,3440.959403,3853.017595,12502.97934,7070.47282,132179.5978,6600.417893,2264.064541,5863.671561,6549.964968,100248.9461,371570.6319,176796.5021,1043853.232,90208.21696,272227.3759,452015.837,311503.1779,198690.7752,168588.3555,480065.1143,10935.54295,255639.6187,20573.52988,108093.76,28136.99621,30244.45005,16529.28072,25963.35187,22947.82032,76555.1701
772.8/1286,14337.50578,14096.22245,21060.34313,22657.54619,19470.7026,21227.68049,12014.80452,8003.604276,493.5642371,271.4331208,704.4902825,684.3632269,10633.89591,525.4706357,118.2405,270.3455912,281.2419636,9719.458765,23086.57855,14466.62069,21314.91817,9122.114223,16586.65483,20481.08416,18450.20048,14285.3145,12769.44911,22588.54449,902.96511,18259.36542,1612.336508,8292.182834,2432.123624,2719.963513,1291.898593,2238.880237,1731.121066,7517.194408
782.7/1958,14749.70905,13768.68231,24955.26966,13350.88848,11205.31166,12998.68266,14087.57027,10996.3389,7411.596993,4026.981439,6717.279645,5668.557223,4847.809177,6236.424565,7149.034764,7068.554666,7455.71637,1692.602155,13283.54898,34682.76548,42275.33192,27288.81149,29294.90455,28047.13387,41999.20278,36302.17131,36954.76173,34276.76233,13646.41902,16591.93747,10795.73395,20332.59974,7431.945651,11601.1927,4373.605759,3686.251996,3873.544231,11395.84472
805.2/2198,2006.345711,668.6211792,3921.433195,1319.880751,2362.990399,1122.992315,496.7220038,869.5663182,117.0180613,651.6894275,1983.752386,683.2308059,655.6150696,353.2162881,193.5235818,455.5285072,362.5672508,312.0217668,35514.25673,166358.8596,172436.4736,109101.0526,224105.4594,297709.1441,106772.3579,80639.353,172115.0699,224696.4448,8236.894901,4354.078116,4628.888268,7334.739415,8094.352108,5326.02136,2471.41184,2134.899188,2155.849511,1220.433068
806.9/1285,11463.07675,6848.393629,19760.02062,37417.17525,23124.31939,17001.73345,7893.003145,4911.607189,153.4477141,0,509.0690529,495.338044,8262.834381,291.0095396,183.4781429,387.6539699,271.4664226,3843.790893,13808.55397,6852.360028,39459.10385,3995.741512,10614.33583,17449.21631,11811.09237,7304.948074,7058.484398,19310.62759,361.9012321,12635.8065,669.7110675,4265.507413,1726.204955,1218.109768,870.4530104,1181.800082,737.8837983,4140.841164
814.9/1775,6304.405275,36192.90414,11801.01125,65766.55857,50363.89948,19343.1082,23024.80589,926.6231583,0,205.5801876,410.1091743,256.8042529,3799.180275,515.8217663,403.518597,686.1705732,724.3978354,2022.417577,521.9191383,612.6168048,2032.440266,393.8199491,580.6109458,946.9283457,1404.035352,556.3924985,454.423911,509.8570433,196.918352,413.2914009,138.0700763,108.637944,161.8760123,253.7650913,203.4196734,135.4623639,177.8441465,509.9675097
821.1/2109,315.2514718,75.5243164,441.4287401,406.2520706,252.1425163,196.1664202,436.8309735,0,138.4459152,256.2347791,439.3696066,74.11846335,210.1515381,143.4282171,134.2851998,56.1745816,65.65317578,70.04267513,6873.831753,22250.25761,20636.65549,13090.5383,7523.871457,38431.77754,7749.468969,6549.408213,35484.35968,41289.3431,3195.596953,609.9980686,1291.859914,1413.34605,1827.07568,677.105516,406.4480154,410.3836999,298.4749321,216.7331461
823.3/2002,17513.7935,20757.41929,16231.14111,17343.19429,16808.7069,20095.11679,19141.00406,12722.3106,19029.67002,6436.022086,14552.64797,8647.305971,8294.167968,11948.23352,11160.12211,8594.17351,8287.07483,4395.790257,17290.44009,11086.44317,20669.10106,17036.96973,16889.26278,17137.44908,5684.468855,10770.07739,11926.30967,13994.53896,7275.233232,4996.832319,7310.996213,5021.76458,6164.33146,3756.697154,5723.34497,8051.148689,6115.152073,6828.059625
825.3/1955,25681.37595,25534.16587,32909.02761,29819.12005,25406.6158,30706.2071,29321.35912,27322.98909,12192.27415,7931.170656,21556.76682,11794.30537,9172.055747,15188.25547,17929.4596,16212.94416,17108.79345,1363.069649,36954.61334,27938.67374,25741.78323,27219.24179,34841.64787,34488.19233,22621.98891,31651.9832,17919.55578,20572.29128,15178.93283,6375.560113,13234.51019,9649.599858,10764.61094,2768.532428,6442.173545,9595.879227,7839.91907,12586.03658
826.4/1958,41172.26949,21168.48636,33916.48733,27683.86679,21845.3151,21149.29215,26140.40766,19649.56337,14667.51642,3259.550492,16694.35704,7529.509774,5195.681557,10329.24616,13395.90852,12223.58471,11811.8996,751.1966125,29911.044,29021.98135,55808.30794,37288.78831,33963.08689,38691.84866,17139.05287,34022.06976,30616.22611,37619.6121,7748.72897,2292.636778,7924.491287,4966.77959,5268.813639,1114.707762,3294.774894,5006.188985,4596.771727,6835.864389
832.8/1711,397.7659484,16269.75623,3108.816165,28386.87619,25731.21726,11474.383,15923.01683,382.1532681,55.78441997,0,57.10069099,149.2169485,459.5744534,51.36898914,61.90179006,0,0,257.2232689,498.5254418,239.9958926,1226.280053,137.1874831,617.8882081,410.8536119,644.6934832,522.7177902,79.44103727,585.0327852,224.4655184,319.4080076,35.00217652,203.551332,0,176.1522882,95.59612044,130.9816599,105.7336943,121.3963356
839.1/1860,124.1470563,82.87921945,1009.652677,152.9470197,224.2961998,203.4535573,271.8829522,0,132.1135749,207.5438328,616.1992075,0,351.8255463,0,63.31956128,0,220.9092161,0,53450.30272,42780.82208,145846.168,96180.10573,200459.3941,199612.3361,58868.96465,46695.54513,41405.95991,112413.491,1899.887431,11700.55205,5239.171942,6921.831802,6371.768709,5861.98474,4388.404593,12753.95756,13167.79641,5993.86966
839.2/1789,206.3954573,178.7574881,5072.100569,860.0631607,323.0224561,376.5039063,0,327.0879165,68.20749353,536.8078244,1503.618005,282.0539572,653.1245494,0,0,0,75.88700526,256.4604681,86009.62217,51444.86973,153357.9254,155369.4113,238271.7558,245926.1851,85566.63206,53565.33432,66563.19081,180437.8974,3877.482682,12859.65981,5798.563724,10750.36788,11237.24473,8979.240126,3966.385801,27023.16011,24201.00245,7501.922627
841.1/2165,823.8770833,364.5813636,1422.003082,281.6504064,155.8165369,555.4112686,361.1462457,504.6514889,214.8006266,61.57025354,519.2713562,136.1367638,69.54752864,157.2390714,77.37186217,72.55663736,56.55229366,67.76036216,4542.29728,47060.21335,50061.10299,27660.19337,23110.15982,51946.80025,31275.64534,30356.13763,59367.11303,30715.24225,6403.529997,3179.146394,3904.184175,2888.932948,4131.679904,1683.107168,589.9581986,1253.128498,1057.071297,865.3330578
843/2165,460.670021,137.8310406,427.5079213,569.10323,60.17350189,387.0930362,264.4917018,177.7139632,138.4577802,67.56431546,163.4220672,215.6874071,167.5830719,0,135.0313214,0,152.1546978,51.89586085,2275.493512,19006.61798,21457.14446,9960.894273,9237.076937,22409.32293,12891.09043,13429.89302,23232.59036,11416.34461,2045.848207,1289.802306,1795.466972,970.0282466,1587.080713,117.3733273,228.4780743,309.6298326,504.3567612,219.6110236
875.2/1757,356.2519094,159.9807639,671.0074884,229.7168803,159.7128558,268.6039123,47.19482003,0,70.22284772,230.5406931,822.0448046,148.8432761,45.35458291,181.1894354,147.7188434,56.60949298,0,86.84271037,6038.752843,16866.97776,22797.41316,28480.58905,25016.19793,42502.65184,17399.35219,16279.06168,21176.74236,20144.8697,3440.78313,3782.409973,5288.133996,3189.796765,4889.528995,2679.910995,1065.00255,3570.993017,4241.404904,2190.29231
886.9/1819,2041.931276,1284.712524,8327.681924,25804.05055,19332.92861,13679.52413,1429.774906,1325.958956,652.4807912,111.169598,3544.409178,1212.530477,16873.65565,5700.129478,235.7872766,197.1358581,308.9513289,12086.25265,16185.32738,34313.97865,53329.19291,5551.622109,51712.06648,45940.2126,21170.55779,4908.334779,14953.32552,19694.64679,9659.014527,12496.56522,11075.03449,11506.33226,6619.888758,17704.55268,1170.101029,7137.042163,5994.477056,12683.17843
891.8/1783,53.05414418,361.7926328,8534.009652,214.9181066,514.2112775,450.3367449,82.52683508,265.117615,237.3742939,133.5058127,394.8897533,103.1015448,139.9908866,124.5383462,129.7875069,163.5152334,45.92041842,130.1591805,962.2144518,18061.14627,15965.47643,5897.279399,7931.042125,14215.16996,19667.42868,15163.9136,15406.08397,17992.05102,10288.28173,8031.380611,5514.741952,15595.7773,3800.876012,6850.10194,247.6579829,462.9212222,491.273925,4501.161512
902.9/1193,74672.5716,19495.22961,76331.71724,245588.6682,196242.6763,165395.6441,22774.09161,29116.28408,492.9366776,1849.925479,2196.305782,1923.077294,27940.69108,1168.876781,824.3236567,3575.943709,3563.453771,19977.62121,22380.44404,43447.58335,271777.3688,22363.29736,79070.93517,120769.3013,50763.64361,32237.10764,28165.67949,111621.3045,836.6825423,20794.5164,969.2562213,5212.544821,1104.019032,3258.085062,1201.441182,7051.262577,4754.097422,10693.77738
916.9/1802,12033.56733,2316.147986,17420.86753,16683.23264,9044.931493,7610.757006,1172.078909,24786.19571,164.5392965,756.191519,3730.131286,6923.865776,1747.285183,706.6508117,448.3114151,352.8452415,179.2311698,1257.384974,41601.02429,33961.55201,56908.67313,3688.0001,36516.45533,24978.07668,24588.03415,6294.846911,18542.32108,13323.20699,5456.270001,19173.06094,5361.810771,2516.979524,7030.286347,3459.532081,3835.352983,3633.620156,3231.676068,1455.283176
920.9/1977,13507.18092,2613.139801,34991.93391,22898.87694,13268.70148,12234.46127,2726.951475,15848.5672,2677.487932,4062.768804,6385.205017,2847.71189,2757.229725,7675.318209,949.4177465,3665.333817,4268.554274,1730.71579,23949.51528,22293.2706,46162.88602,6552.27116,38900.38289,34500.41508,20495.27239,8916.745208,9824.383046,18098.26586,5734.910314,6016.017686,3253.947237,5259.19398,2746.171962,4955.39363,1102.969918,3137.530427,2470.959217,1601.666023
939.4/2089,81778.97875,82657.2868,58042.83514,76707.00916,60384.70138,71047.55207,69494.64413,60876.44425,86334.75183,34196.2126,62181.16749,44002.04064,48749.30615,51140.70334,43411.76987,35860.07743,35367.48771,26347.00813,67296.63618,51729.15967,72496.75606,82622.94332,72707.55165,68035.09249,34029.22601,52413.39402,56849.46455,60419.33453,35764.49693,27067.04001,35196.49446,25618.12105,37010.38743,21935.20539,27326.06714,30364.2367,26786.56888,33460.63754
940.4/2089,36187.87599,37678.7611,29244.94471,33257.95113,29453.59147,33084.83002,30423.26342,29312.82178,38660.65499,17799.04526,29962.6513,23165.35051,22597.35393,25182.92388,21119.98332,20170.1955,20163.29314,13425.25763,30684.63783,23320.00667,31096.41245,33539.8921,30496.13742,31349.52913,16662.58915,22256.72488,26839.92545,31519.73829,18589.16515,14551.18917,19159.33956,13951.35932,18863.80125,11276.98048,13218.66946,14603.14504,13291.83803,17850.3016
941.4/2089,32148.02618,33099.20866,26639.45742,31156.28777,27049.47962,31997.34007,29499.49946,27463.1623,34817.22263,15145.32068,27029.05997,19293.78659,20811.16715,23389.18676,20594.17198,16704.1469,17009.89457,10816.87384,28817.78559,22773.72924,32933.3555,34803.32277,31013.43279,28616.18927,10552.70308,24358.62722,24896.2137,28566.6856,16926.03037,12333.14943,16452.56704,11782.64219,15468.59521,8622.728477,10686.94155,12232.90517,12527.42811,15293.14455
942.4/2090,14443.44213,12890.01097,10531.02965,14476.23888,11468.88154,11141.35014,10308.6463,11115.78447,14446.02207,6495.186123,9305.714406,8568.411137,8180.341972,9185.866563,9375.998763,6766.48353,6301.322244,4714.231122,11631.28554,6966.469369,13063.99644,13330.52416,10840.756,11613.48034,4320.001567,8257.969762,9338.241817,10161.26269,6160.380436,4584.712966,5335.024775,4164.800904,6809.449133,3628.542933,3125.78763,4150.468795,4122.745517,6034.536604
949.1/2170,52127.18797,65604.42818,32706.70814,32297.22335,27819.94724,25029.07205,58438.39452,13942.81495,19194.0875,4809.859766,18832.69968,34159.39222,11630.34033,17792.49709,11660.18602,9134.892751,8148.154357,6552.75365,31521.77331,24229.58732,9861.519653,19897.9427,23798.77787,16983.18004,28222.26889,10596.75174,22391.81311,12271.4976,24409.44243,9128.562022,15451.37676,18749.83085,15170.17163,9836.239899,3098.594954,9181.329222,10580.7832,6147.661347
949.4/2089,78758.78327,78227.99389,65238.02992,67575.5315,63154.99171,72293.36479,65165.1741,61589.11503,66995.02263,35076.17948,61585.88289,36370.15089,33327.51116,41714.9388,43599.39997,36085.80048,34005.93228,22497.97333,56307.47822,42707.02738,51389.97332,62299.85061,58230.12285,54082.49581,28073.38166,42094.00261,47201.79596,50621.16024,34831.87705,19571.0101,31879.46398,23906.27867,26424.24247,16226.35411,22226.59661,22320.74904,22590.29935,25787.99444
950.3/2089,38189.63172,35988.24193,35563.08554,33269.64844,31090.1637,32107.15932,30187.84112,28636.06987,32631.8994,15499.61295,28209.11302,19395.00201,19432.25596,20973.81239,23036.5661,17956.84339,17856.69715,11685.81475,27757.06099,20336.15109,25921.05549,24929.35122,27207.72261,28563.87397,8660.416889,19543.0774,21833.84815,24403.22192,15162.97699,9308.370642,14808.61357,12271.08429,13389.68695,8439.328066,11872.31429,10408.62547,11772.85725,12914.44484
1066.2/2008,41543.02032,37967.92563,9343.583861,21047.6868,20194.35301,17825.4104,34246.8035,9128.891025,19184.57482,2472.619639,10210.75901,22991.34779,9966.771282,12564.27461,8910.324461,7408.517666,6982.575841,5897.676913,6186.242838,3897.924885,1144.631288,321.3894313,303.6676323,1871.213115,1307.942125,421.4196057,2339.041134,1879.265471,6109.91568,189.079081,855.8225033,563.5499947,258.3957112,0,344.2764559,65.88187132,193.2610312,598.930067
1068.4/2052,14318.87525,25863.64904,17304.83698,25266.64788,21718.26298,22479.48953,24199.52705,24170.24381,37510.59859,39352.55223,27249.28789,23553.2507,78837.92879,48106.02522,40378.12621,61820.25509,56131.71027,69733.98131,4938.978729,53616.27851,39301.89909,12819.62176,8347.710363,55683.40002,22375.37837,19293.43435,62365.81627,64501.25045,61307.20034,15602.25185,15375.60518,18443.41229,10001.04695,1828.480982,337.0957806,535.201848,342.1631662,15197.26861
1068.6/2054,13794.56888,36181.76742,21199.62046,34456.25494,25897.08928,29403.57677,31547.62804,41338.63143,60479.92512,39767.76423,51671.64979,36086.84861,110043.0456,98433.04843,74114.1672,86162.07698,79256.29396,68994.43375,3458.027367,81686.08428,35590.76561,6323.605826,5552.713244,50874.87647,6310.133204,11404.12171,61436.6039,64212.40127,59796.73958,9459.755015,9391.113047,13772.78984,5138.761483,873.1536399,118.9067862,249.112825,128.3252499,7622.076189
1076.3/2007,35607.85421,40167.86943,10196.0055,19381.80912,23443.89416,18461.1997,37439.68276,8625.568473,12652.64307,2693.376926,9541.905458,17822.05848,7803.575443,9905.358817,8707.256342,7136.990659,7028.960669,5473.314363,5555.578173,3704.52666,1101.522606,0,199.9724026,1626.902518,811.5687878,153.3796028,2025.629334,1157.535116,3899.393269,343.5280187,451.4628756,386.2757558,468.504418,71.23032933,0,0,71.44812293,359.0209238
1078.3/2050,34810.34062,512516.4735,245447.2906,323671.6089,361132.4333,260367.6827,539086.0319,173304.0013,190536.12,40735.90727,146003.8941,177212.6478,102194.0008,104412.1044,163320.2411,105334.4026,103908.6271,78821.51847,5270.552879,99990.25836,31575.91931,9328.630532,7679.85259,49694.96317,18519.22275,18272.61158,67158.44424,60488.54141,60095.33156,12351.30113,14308.74153,15717.70178,7205.363078,1429.824964,161.0902406,290.7956947,117.2872516,10559.05805
1078.6/2049,34007.55027,509438.9918,244814.5002,362250.8135,357619.1513,287597.7707,534484.1037,170399.693,211296.1592,41452.86486,143769.4025,221537.9913,100446.1026,101133.6794,163925.2993,101972.5643,101191.1213,78794.01705,5128.574797,94317.88754,31083.26189,9204.905959,7491.018656,47262.86429,16333.87514,18029.64522,65607.82398,61441.58505,59380.15555,11977.47747,14108.63418,15599.17786,6702.14436,1376.614812,223.6208392,291.8151855,159.3958099,10566.09843
1136.4/2038,113803.9038,72994.87245,45745.54414,60808.54734,54371.95383,67111.03569,85635.07471,92624.58956,49731.49172,34932.09609,69208.512,54288.08949,21740.29329,57458.26124,26653.99941,45514.47329,47903.91062,21431.74688,683.564068,11487.13566,1420.015211,1143.95994,613.8916143,2325.149483,1529.326811,1215.924363,4075.7524,3379.880444,9947.481914,865.5624573,2164.454675,908.7743593,790.037349,519.9466603,0,221.8641422,0,1003.038268
