"","HG1","HG10","HG4","HG5","HG6","HG7","HG8","HG9","MG1","MG10","MG2","MG3","MG4","MG5","MG6","MG7","MG8","MG9","HR1","HR10","HR2","HR3","HR4","HR5","HR6","HR7","HR8","HR9","MR1","MR10","MR2","MR3","MR4","MR5","MR6","MR7","MR8","MR9","PC1","PC2","PC3","pc1.change","pc2.change"
"223.3/1076",108257.603680076,159230.859584871,93513.1458230156,178643.447931867,167372.078402061,155766.274773516,161941.20818992,56383.747977135,13672.978698418,24282.1904732681,14742.2939643078,30887.4048486991,14622.5508520018,57161.5375862901,24565.3215182566,37066.7825913017,38436.7565010969,3631.12931632809,18805.1295043371,9106.57872062187,8321.54998696152,28080.3193018374,25276.1018934908,8961.94234971656,20159.8928503171,13408.9559687122,6243.98490535681,11450.3594019599,2277.85055564929,61.1773585022115,4188.53196897671,878.96517435527,2047.95504993681,122.354717004423,155.498040696994,4021.45471792901,1711.00041845082,341.399802982341,-0.0570211467387664,0.112956953924061,0.0502091405576948,"none","UP"
"275/358",1250639.89089943,874597.553947359,330911.748372018,703355.541388399,1194869.08357909,1094673.98494162,961889.433851719,1428787.07913179,179103.684478359,545166.167106179,822112.180360298,1087219.43341696,487576.285617339,711769.187644042,471830.963796711,557265.338351157,569053.247722918,418325.530109732,9004.22718310314,302924.189626651,3577.34881542822,19662.5002818177,19056.6382572188,5266.89393946901,43215.8674741643,57085.9171555339,116146.550324641,10337.3209054587,792469.362558478,44834.8820568515,326213.794882628,90834.7167734867,177221.300483752,117916.992569978,217762.495988818,37530.4549004145,37810.3285354736,87078.2245630771,0.0405775233090827,0.0963770133575131,-0.0720923724321732,"none","UP"
"365.7/300",134724.613334046,44036.4455262711,344043.099501659,171563.223685902,166447.560344257,139292.272758273,67239.7676547343,100338.767873619,94471.9805406139,53114.3748865254,68211.9423893754,60524.7758829177,70060.4114155205,7445.11718478346,104656.466274021,92331.9120050641,95416.1106775547,88459.8763603275,30702.4848419501,33544.2719561465,6223.27310670128,2990.33401206997,142802.159878374,53160.9233366641,123201.139017857,5378.54321629105,13508.6997972151,4357.22653963403,3903.06170336693,900.582793800781,2705.51019489496,5515.74657281841,1141.27114855089,1817.06383070284,933.172406059723,9414.24705629798,11380.3725751484,812.849373722052,-0.0369875242805256,0.101415303720924,0.0516380221495977,"none","UP"
"367.6/1473",42684.3972015514,798196.611508256,29206.8030370964,146089.062048371,261022.731173391,291909.88810475,537286.329185942,11643.7920573778,2075.38129170135,5899.87351853222,4297.60914083754,2036.17059492747,181241.547381823,17344.0952640496,5956.18801685105,4699.22206353018,5148.91839143886,13272.8150558477,3592.58922192338,5303.9196678875,6269.65009759694,3698.96901896678,3303.81218645327,7108.17863643668,1976.81527057952,19761.0441974254,963.243840992971,1963.30091007766,2038.52089067704,1471.29835897942,410.735668433721,2230.76253272796,370.207695897276,1563.82541136409,418.739831004447,746.427888454253,641.361733782571,1101.85721588973,-0.0573795885895113,0.108124948716993,-0.0629306395888845,"none","UP"
"454.9/1074",26714.4214228343,101056.974245682,51215.0586649928,152246.782263471,114213.610267096,141094.206053098,91035.5482895791,17916.2109489068,784.955841922253,3796.69852090254,1648.25511070713,4238.9659305051,1397.71926992666,12325.6793606405,3388.7985613794,6509.76958419767,7477.04780013944,775.195715741461,12625.1474289726,589.291195993137,2198.91439413432,3459.91559068486,5700.94304833043,1050.29095840206,1402.85776782129,999.379418505977,723.553345293516,1007.69143350072,357.696831575927,113.859476895537,344.629287298536,318.654668358702,282.655516775014,290.161179660217,266.958325688805,456.906293522167,265.976156176883,195.003879886805,-0.0581039936013147,0.112038873600355,0.0249909962491123,"none","UP"
"495.4/2287",575.60299062108,1476.22374814442,292.511726808548,744.181836290942,52.6793033694301,703.688851613551,397.114000716805,230.278375234703,20193.7962062951,26.3396516847151,82807.5553496869,41615.1034370754,56181.0237350277,62017.1129296347,16720.8738995919,46539.8157823231,35756.4453393072,175.225889667248,67.8366110498901,616.349500435342,421.539096442381,477.548145613944,405.594020664195,83.5329228341579,219.753024191712,1167.17325047205,677.233905285539,234.985572994454,50824.2471346199,26.3396516847151,26.3396516847151,26.3396516847151,26.3396516847151,26.3396516847151,26.3396516847151,28475.4006210235,26.3396516847151,26.3396516847151,0.0284461262162682,0.0919400510527981,0.0532384585165146,"none","UP"
"667.9/1186",4639.69373799664,26308.4862843821,27093.7820682706,24486.5759267341,34278.4684169397,22169.5316204643,18131.4327716306,14912.8492737459,1773.7115814338,2060.6003636905,2342.28034894448,5140.54047180698,1890.52404160502,4519.59227336723,5726.3379232184,4612.36933957413,4747.24461521754,1118.18548046249,7475.08491319107,1414.05593951568,2051.88859549852,5822.16037186678,11493.6342762057,2672.53919079993,2534.16277734719,593.429746837649,823.747810885621,1598.78126459001,357.356319637637,129.192665768089,327.091439771911,176.712015464902,127.957742261883,308.170899159391,126.542001080094,1122.1868826835,503.069348968586,322.078755533835,-0.0594186559599771,0.0969998415585511,0.0513986707806398,"none","UP"
"707.2/1256",596758.121229592,2281837.22264861,1277912.4289022,3640171.11617425,2188367.53592129,1892964.55486142,1874788.70172799,73360.2766946714,126523.350159023,331728.646575656,327303.765496035,266063.295510296,1959971.8045963,911392.549278666,110453.860531375,161605.794162891,181593.875873369,1409829.98135503,4020.20188547402,276118.227240996,2542882.7452114,83566.5535883197,14320.5134704034,650180.516832811,32351.3539273089,858749.903284905,32355.9656999523,212506.732113725,192298.116260408,424891.474714351,13953.4142413687,71362.7228794737,7335.36144680754,36941.7373992831,79.2267600083724,2332.39224865594,1583.87915528431,128898.587791541,-0.0541915778507202,0.102173558987444,-0.0727776131299553,"none","UP"
"707.5/1255",578841.849779445,2225286.38582413,1277078.69601311,3610723.62685038,2170422.80182103,1899350.47656331,1847566.71828878,73302.9745239202,126627.827444994,327649.562670097,325385.450908984,257382.139698383,1935470.08837257,995472.330100613,110351.937399916,160268.43969675,178473.885717312,1380216.61926685,4099.92383393443,280993.933125878,2546786.09721698,83249.7230302241,14265.7981785091,616657.81556078,33563.1299560742,769650.03479393,32364.3786641805,225102.828288299,183706.816185094,388156.051917594,13925.3583678225,71343.8703541469,7311.49643348848,37140.3752889561,79.2650913280668,2329.72028967738,1582.92156755106,135403.348796958,-0.054129475808969,0.102309404027182,-0.0716076625032957,"none","UP"
"714.9/1255",142955.475050771,227976.747605035,211980.312434931,267511.952392227,208963.305037402,196796.826762945,193390.628414144,21097.1393798631,27088.4119682314,75947.2133616253,76144.1553895253,57313.2210510007,198146.768632217,157630.779139924,26671.7877673906,37743.2159582267,43497.0704936574,177005.40060619,1565.77416251627,68566.4727338583,259759.644778846,28465.0672744421,5584.2208631346,141229.419593275,10036.9419935254,148230.977240211,8625.26529713968,50639.0915112623,47916.9904190412,93509.2874142877,2674.17772996627,21024.2055690001,1615.80230763482,9333.01903777116,171.489103924018,342.978207848035,394.117740399327,43034.6353208917,-0.04971526470489,0.0910391108802817,-0.0633292777969296,"none","UP"
"210/1419",673.618597042911,29.3635083091252,29.3635083091252,29.3635083091252,29.3635083091252,29.3635083091252,263.977494626388,441.943107051227,29179.6154880188,17358.6857952353,12684.3124612907,14145.160376103,238.24757183639,16329.9859305653,3052.45558022483,10159.0650338447,9723.18989650051,265.20450104581,254.69906271764,116.439143007156,58.7270166182503,29.3635083091252,62.8904385868022,29.3635083091252,71.6246477080893,67.3020219705341,87.7158340807621,101.802693561596,26346.7770236052,108.013060185182,22917.3699503012,13782.894229358,13681.9341937293,2973.96802523469,2560.5441523603,1857.60815769176,963.573593187961,494.264969526297,0.123421980656193,0.00651968366771553,0.0585400610935921,"UP","none"
"271.1/2121",49.8086273126537,245.486203688546,24.9043136563268,24.9043136563268,24.9043136563268,301.089335883269,151.339750456624,255.837784319068,1815.43906015274,1805.43430166675,8828.41952223697,1049.0698181531,22044.2391284402,12580.4902873819,1261.99102624197,2278.91575260204,1289.15726746188,7633.77672140219,24.9043136563268,24.9043136563268,24.9043136563268,24.9043136563268,86.3077331018798,2256061.36750793,24.9043136563268,24.9043136563268,24.9043136563268,24.9043136563268,815450.159707546,725152.598482826,1220774.01123655,595093.905411005,1270632.16827722,966148.715972124,138083.727953095,7080.01179816719,6189.42360002986,175143.02944044,0.114339104881657,-0.0700255122165461,-0.07891135457121,"UP","none"
"312/1889",41.6189616917529,588.023959133117,41.6189616917529,552.75254375452,2006.23944286016,1104.61592598873,339.600405105499,357.112056872866,85723.4232820737,7752.43211275528,56512.821761983,57904.2866200747,9875.94332318052,123309.776788997,1727.29267877061,2300.03212868562,1673.4999633653,8626.165247553,260.353193707764,83.2379233835058,1221.36585113481,368.683429902833,41.6189616917529,137.405091454932,86.594261503054,1220.77264885698,548.663658884147,137.686256330978,85058.5865364695,66432.9295375954,6371.42922509421,28883.128939016,1669.12121362979,17130.5195529175,5124.18180124012,1037.07083117039,526.044080131894,34771.2037358009,0.0986647444234521,0.00970964501355598,-0.0388597973580734,"UP","none"
"352.9/1298",5574.30100180767,1865.27345794253,162.096827267553,187.192297438392,16662.830160033,14425.2711456977,81.0484136337765,23936.7867024683,18663.3747266082,22957.4784211507,25199.3377831626,18399.2236603993,175303.072736067,44506.2664079281,16642.8179350164,19632.4634127647,18595.1866030882,94177.5843911972,2008.62333286659,310.789106964308,859.053157755245,340.234996899962,379.270909728482,81.0484136337765,7350.50349973049,2488.50109185465,317.738449042042,15671.7562810704,91777.2940316193,40837.9780369938,49511.0552666405,144291.085241253,90062.6016999766,116699.050785281,19267.64819317,79732.3804185332,101968.456897882,158676.620860849,0.110936219104653,-0.0192350537771031,-0.0391252477223747,"UP","none"
"360/2053",449.739180312621,502.618648229057,451.862711487855,82.309845091282,170.69921857272,95.4891822519712,27.878920184914,27.878920184914,6430.41692766712,15462.4728429463,8264.24382404541,5406.06450655224,20686.4416424466,18687.7320597406,19514.966884175,19626.0445106206,17915.1909859745,18438.6662086172,321.34601708129,67.0050735904982,488.931933138331,90.5237060710788,78.3499225831444,60.0918389468846,256.264999727992,196.667705221723,279.963863188565,55.757840369828,15022.8778900019,9148.46964457434,15717.5063310839,11115.2652405973,13500.9208857944,13374.1113882429,15454.8717671867,22227.5347538593,22399.3972658984,11407.6512532432,0.125567449058279,-0.0180148438207443,-0.00139920958936736,"UP","none"
"371/1646",471.107686274192,2671.04125775331,284.309158496908,762.623224533656,5707.64070692494,6196.3923558034,50.5270949747517,4021.58700110435,17048.5168567229,6650.5537015244,18946.0319833353,10907.6133705912,9047.96962595381,12542.6377479496,14580.8017226188,12079.6284506596,9357.53607879042,3667.88608679292,520.83788027631,557.804159853113,321.092663085449,226.835101535835,374.319204579573,186.225791248027,324.108905943111,485.919634612394,338.324862606009,326.014228648273,10057.5197513878,4413.6110034811,9714.60417600548,6529.78300558447,7276.91897777174,3375.64842469892,4469.88529668299,5610.25852569078,4826.52725490933,6535.88827678643,0.0953145539522068,0.0269931735198228,-0.0130137713157967,"UP","none"
"401.1/2324",981.176306727452,2620.83918589069,801.478330611135,859.720073445183,172.15441546885,1104.07683976159,1031.78907810097,1638.93591710854,21015.1684248164,24883.3171297607,15072.8530765561,11622.4044575579,16670.7613963458,26183.8927826461,42212.5581292551,24081.6871779426,30040.1964447288,8743.83565951791,389.469507568023,1505.02262381541,354.710721903562,901.83519461425,571.870161555707,841.0222279579,977.370148440823,1288.06134757093,2905.35470478483,873.004280879874,19571.7627223008,16698.5652502379,24217.0927845731,19696.2595054434,26520.2127158383,11067.6500919156,19113.951415795,19018.6759625094,16076.4745921206,26945.6236768419,0.10523936375919,-0.00666759983916645,-0.0283002775261781,"UP","none"
"403/1620",670.939834176508,10837.9230691856,54.6144503341604,378.853100374889,1802.62837229932,604.241246697082,937.054522878545,11898.2401766013,20015.714341984,10529.7866694385,34790.49059995,27691.9923267149,14350.4705218673,21861.1045526758,12937.9083849057,11029.8906132024,9659.46153680887,9324.54575469578,244.400778669398,1459.95522293755,150.08559440961,236.259186716093,364.388595027575,119.718657920521,146.01312684454,4739.18746394303,27.3072251670802,308.859980909866,28343.9026330436,4591.75432225804,15544.7800972593,4330.76783102258,14994.3816881932,6358.74628528414,7684.80446928077,11890.4745517555,10158.6244076345,13688.4205620831,0.10594257322671,0.0273604815642965,-0.042777377699787,"UP","none"
"487.2/1715",310.566659709986,35.0840137213989,174.632000695257,35.0840137213989,70.1680274427978,109.422594298006,35.0840137213989,605.336774323136,20401.7848044967,24664.5724998328,11319.8991435988,46290.4555161039,45010.5163672885,50061.8567081739,42957.534902748,42803.0936028929,40053.3284712193,17462.5414586221,182.186541373624,170.468392409792,684.24179870546,186.28192081023,263.127820107678,405.727751567203,160.452358037001,97.5938523267396,366.53432131293,368.338991604828,15219.0633327206,28210.3779744552,49242.3732836511,12977.9801162836,41601.8609970491,22582.6013588169,19966.8969990724,32124.8177156336,25724.915064103,29980.7769415485,0.132742171442342,-0.0259958919691348,0.0176935882690052,"UP","none"
"495.2/2285",1532.30916825851,2420.57041923132,1022.16002873879,1136.3463782552,1021.82082712092,1319.69149791269,1185.25446036633,1286.35596884524,19963.3527719247,79031.6522653262,83050.2102758253,41832.1766558522,55862.7904352449,67494.4592192432,37300.9861870605,44948.6595906025,44190.3001695653,31732.3769748424,685.552238163812,893.027707107146,1167.74103494671,1242.9232873593,1214.55732583068,778.99153169639,614.335059663281,2267.96965702251,1015.09770551673,470.117162510753,53122.2906457272,16273.4519213822,25939.1465325989,36209.0229251377,23836.5478070645,25598.496675131,9543.75988155417,33589.0182932692,34341.7721951285,15161.8697411936,0.108577351402214,0.00907734242553398,-0.0105501119017646,"UP","none"
"497.1/1715",38.7109076061461,116.725865981596,327.242470639593,191.240562136285,20312.6988562516,4285.45532841542,134.276866154636,82901.2153557196,47754.0805380298,21034.7480478527,55919.2813463057,31641.3886608983,27970.7616554631,34714.033489329,37471.749710124,34113.6943570996,37057.4516439138,14504.0488773486,446.386764240948,299.496558521546,427.363608467885,458.333844050649,151.164659056289,247.282956811599,140.341019070789,318.313516201342,323.882225422134,534.494391180575,33379.9285889136,15440.5240222048,29631.439942168,18696.2182807425,21875.1436074867,14517.9081627442,16816.7439000139,22023.3833816538,16164.1048663408,17336.4287775779,0.116640415722726,0.0127983103240827,-0.00287064725074108,"UP","none"
"580.9/431",20069.5929378721,424.304388366545,5354.97333788228,128.483469654651,187.45518452684,974.435035865676,38.7774078685657,22804.4711127014,182845.456615109,89316.8168162643,42916.8585850153,107012.445976303,3226.9254717812,58206.1460504776,9796.18142760588,23433.8298191336,23447.9074298512,1277.68120387273,172248.665300687,1158.06941659433,18033.5420077381,451.038664087484,1522.24742370202,215.821122425276,19917.2626062454,77.5548157371314,8948.42878345683,6844.94444416531,141284.830938375,11501.1616461957,115747.162400785,195952.625736701,356149.833881168,31568.4612520376,76331.299306,91115.420008211,83067.5182280656,4193.63976371839,0.0980671219741763,-0.0479008864092067,0.124152783053157,"UP","none"
"585.1/715",65793.0980794318,178.789916652695,1299.97112806626,217.613733276686,826.788503713906,2640.75187087769,588.898436189923,87410.0386930232,53339.0207245946,188431.262782771,310172.878345385,252405.213454677,11441.8504654361,231333.515263393,47522.8268408974,24468.6078081439,24089.4602267809,10684.7985554118,49600.032593611,1349.37315849689,4497.87270096743,1240.8757065574,1393.42616987816,699.876210212708,13259.450798882,335.108527446735,9717.19537828774,23047.1131832489,325595.539094306,2920.49164491103,184293.872694283,86760.8158318717,101535.3487376,14575.2383435442,33820.413239483,46484.9690544082,29261.8011157997,2742.60361113671,0.0972421179326449,-0.00933435017123482,0.103855415480085,"UP","none"
"660.9/940",34403.9633818612,3839.73119532492,743.486598640521,27.7064783190083,619.022880930748,2318.67983302769,9857.90149907498,97612.7570646429,170082.071891856,87953.5961263124,118103.6272782,144898.102849359,14082.4323612878,165781.846799018,17733.2624670922,21008.9374118386,24571.8448123351,11427.0893396411,128192.967257562,546.22023816728,7566.58353766013,55.4129566380166,1054.89278014198,495.846757291292,42680.6218384026,58.6172645352781,10539.404490745,42166.0250720009,108908.806402486,9195.34165947019,100182.450630317,68223.9727224739,52197.4740562345,25017.6621981939,25940.8550959332,79182.5832759921,54438.7303614164,9171.97404088857,0.0982224609191408,-0.00528012231663039,0.0982091263536257,"UP","none"
